file_number,pulse_number,time_difference,threshold
6,50774,520,-350.5
6,50912,16,-621.5
6,50964,1008,-316.5
6,50974,1664,-150
6,51062,16,-150
6,51282,4232,-150
6,51382,1656,-150
6,51580,1272,-150
6,51633,24,-150
6,51701,136,-150
6,51831,16,-187.0
6,52072,2288,-150
6,52104,312,-371.5
6,52266,1336,-150
6,52475,24,-151.0
6,52561,760,-150
6,53175,240,-361.5
6,53281,3176,-492.0
6,53369,2880,-636.5
6,53857,560,-198.5
6,53924,912,-192.5
6,53977,1104,-160.5
6,54073,2112,-150
6,54233,720,-631.5
6,54552,16,-150
6,54713,2104,-835.0
6,54832,16,-228.5
6,55090,1776,-150
6,55092,2744,-199.5
6,55297,1688,-249.0
6,55410,16,-150
6,55602,16,-150
6,55700,1568,-313.0
6,56137,552,-542.0
6,56280,1872,-169.5
6,56293,4648,-151.0
6,56936,16,-225.0
6,56945,2640,-210.0
6,57034,1808,-150
6,57139,560,-150
6,57153,1024,-215.0
6,57284,16,-209.0
6,57500,640,-150
6,57599,24,-168.0
6,57671,3000,-220.5
6,57925,7392,-150
6,58020,1080,-252.0
6,58040,352,-150
6,58410,16,-150
6,58414,7168,-150
6,58634,136,-243.0
6,58743,24,-239.0
6,58865,5280,-183.0
6,59209,1136,-407.0
6,59336,16,-150
6,59991,808,-392.5
6,60199,16,-150
6,60325,3112,-243.0
